id,text,label,text_id_su,text_su_id,text_id_ja,text_ja_id,text_id_en,text_en_id,text_MS_id_en,text_MS_en_id,verdict_id,verdict_su,verdict_ja,verdict_en,verdict_MS_en
20,Percayakah masyarakat indonesia dengan karangan bapak polisi yang terhormat ini? Yang katanya sudah bertemu dengan pemotornya? Silakan anda nilai mengarang di bawah ini. Dapat nilai berapa?,negative,Naha urang Indonesia percaya kana karangan pulisi terhormat ieu? Saha cenah kungsi panggih jeung tukang ojek? Punten peunteun karangan di handap. Sabaraha poin anjeun kéngingkeun?,Apakah orang Indonesia percaya dengan esai polisi terhormat ini? Siapa yang mengatakan bahwa dia telah bertemu dengan sopir taksi? Silakan beri penilaian untuk esai tersebut di bawah ini. Berapa poin yang Anda peroleh?,Apa wong Indonesia percaya karo karangan polisi sing terhormat iki? Sapa sing kandha yen wis ketemu karo sing numpak motor? Mangga menehi rating karangan ing ngisor iki. Pira poin sing sampeyan entuk?,Apakah orang Indonesia percaya dengan esai polisi terhormat ini? Siapa yang bilang mereka bertemu pengendara sepeda motor? Silakan beri penilaian pada esai di bawah ini. Berapa poin yang Anda dapatkan?,Do Indonesian people believe this honorable police officer's essay? Who said he had met the motorcyclist? Please rate the essay below. How many points did you get?,Apakah masyarakat Indonesia percaya dengan esai polisi terhormat ini? Siapa yang mengatakan dia pernah bertemu pengendara sepeda motor? Silakan beri penilaian pada esai di bawah ini. Berapa poin yang Anda peroleh?,Do the Indonesian people trust this honorable police officer's writing? Who said he had met the motorcyclist? Please rate your composing below. How much value do you get?,Apakah rakyat Indonesia mempercayai tulisan petugas polisi yang terhormat ini? Siapa bilang dia telah bertemu dengan pengendara sepeda motor itu? Silakan beri peringkat penulisan Anda di bawah ini. Berapa banyak nilai yang Anda dapatkan?,,2,2,1,1
22,"Kami sekeluarga ke tempat ini karena hari sudah larut malam dan tidak ada resto lain yang buka. Ternyata jam 10 malam pun tempat ini masih macet, parkir penuh dan tempat duduk di dalam resto penuh. Petugas yang tampak kelelahan melayani dengan masam. Ampun. Akhirnya makanan kami bawa ke hotel.",negative,"Kulawarga urang indit ka tempat ieu sabab geus telat peuting jeung teu aya réstoran séjén muka. Tétéla sanajan jam 10 peuting tempat ieu masih macet, parkir pinuh sarta korsi di jero réstoran pinuh. Staf anu kasampak capé ngalayanan kami sourly. Duh atuh. Tungtungna urang nyandak dahareun urang ka hotél.","Keluarga kami pergi ke tempat ini karena sudah larut malam dan tidak ada restoran lain yang buka. Ternyata sampai jam 10 malam tempat ini masih macet, tempat parkir penuh dan kursi di dalam restoran penuh. Staf yang tampak lelah melayani kami dengan masam. Maaf. Akhirnya kami membawa makanan kami ke hotel.","Kulawarga kita tindak menyang papan iki amarga wis wengi lan ora ana restoran liyane sing mbukak. Jebule malah jam 10 bengi panggonan iki isih macet, parkiran wis kebak lan kursi ing njero restoran kebak. Staff sing katon kesel ngawula kita sourly. Ya ampun. Pungkasane kita njupuk panganan menyang hotel.","Keluarga kami pergi ke tempat ini karena sudah larut malam dan tidak ada restoran lain yang buka. Ternyata, bahkan hingga pukul 10 malam, tempat ini masih penuh sesak, tempat parkir penuh, dan kursi di dalam restoran penuh. Staf yang tampak lelah melayani kami dengan masam. Ya ampun. Kami akhirnya membawa makanan kami ke hotel.","Our family went to this place because it was late at night and there were no other restaurants open. It turned out that even at 10 pm this place was still jammed, the parking lot was full and the seats inside the restaurant were full. The staff who looked tired served us sourly. Oh my. Finally we took our food to the hotel.","Keluarga kami pergi ke tempat ini karena sudah larut malam dan tidak ada restoran lain yang buka. Ternyata sampai jam 10 malam tempat ini masih macet, tempat parkir penuh dan kursi di dalam restoran penuh. Staf yang tampak lelah melayani kami dengan masam. Ya ampun. Akhirnya kami membawa makanan kami ke hotel.","We went to this place as a family because it was late at night and there were no other restaurants open. It turns out that even at 10 pm this place is still jammed, the parking is full and the seats in the restaurant are full. The officers who looked exhausted served sourly. Forgive. Finally, we brought the food to the hotel.","Kami pergi ke tempat ini sebagai keluarga karena sudah larut malam dan tidak ada restoran lain yang buka. Ternyata bahkan pukul 10 malam tempat ini masih macet, parkir penuh dan kursi di restoran penuh. Para petugas yang tampak kelelahan melayani dengan masam. Memaafkan. Akhirnya, kami membawa makanan ke hotel.",,1,1,1,1
24,"Pertama kalinya datang ke eatalia, saya datang bersama dengan teman dan 1 orang anak. Tidak memusingkan ketika memlilih makanan untuk anak karena di sini menyediakan menu dengan porsi anak. Kami memesan pizza dengan roti berwarna hitam. Untuk keseluruhan menu yang saya pesan tidak mengecewakan.",positive,"Pertama kali kuring datang ka Eatalia, Kuring datang jeung babaturan jeung 1 anak. Anjeun teu kedah hariwang ngeunaan milih tuangeun pikeun murangkalih, sabab di dieu aranjeunna nyayogikeun menu sareng porsi budak. Urang maréntahkeun pizza kalawan roti hideung. Sakabeh menu nu kuring maréntahkeun teu nguciwakeun.","Pertama kali datang ke Eatalia, saya datang bersama seorang teman dan 1 orang anak. Anda tidak perlu khawatir untuk memilih makanan untuk anak-anak, karena di sini menyediakan menu dengan porsi anak-anak. Kami memesan pizza dengan roti hitam. Seluruh menu yang saya pesan tidak mengecewakan.","Nalika pisanan teka ing Eatalia, aku teka karo kanca lan 1 anak. Sampeyan ora perlu kuwatir babagan milih panganan kanggo bocah-bocah amarga ing kene dheweke nyedhiyakake menu kanthi porsi bocah. Kita pesen pizza karo roti ireng. Kabeh menu sing dak pesen ora nguciwani.","Pertama kali datang ke Eatalia, saya datang bersama seorang teman dan 1 orang anak. Anda tidak perlu khawatir memilih makanan untuk anak-anak karena di sini mereka menyediakan menu dengan porsi anak-anak. Kami memesan pizza dengan roti hitam. Semua menu yang saya pesan tidak mengecewakan.","The first time I came to Eatalia, I came with a friend and 1 child. You don't have to worry about choosing food for children because here they provide a menu with child portions. We ordered pizza with black bread. The entire menu that I ordered did not disappoint.","Pertama kali datang ke Eatalia, saya datang bersama seorang teman dan 1 orang anak. Anda tidak perlu khawatir memilih makanan untuk anak-anak karena di sini menyediakan menu dengan porsi anak-anak. Kami memesan pizza dengan roti hitam. Seluruh menu yang saya pesan tidak mengecewakan.","The first time I came to eatalia, I came with a friend and 1 child. It is not a headache when choosing food for children because here it provides a menu with children's portions. We ordered pizza with black bread. For the entire menu I ordered it did not disappoint.","Pertama kali saya datang ke eatalia, saya datang dengan seorang teman dan 1 anak. Tidak memusingkan saat memilih makanan untuk anak-anak karena di sini menyediakan menu dengan porsi anak-anak. Kami memesan pizza dengan roti hitam. Untuk seluruh menu yang saya pesan itu tidak mengecewakan.",,2,2,2,2
25,"Saya penasaran pingin makan di sini. Ketika pesan, suara mas-masnya kecil sekali ampun deh tidak jelas bicara apa blubup blubup begitu haha. Saya memesan mi ayam 2baso ekstra, pacar saya memesan bakso urat soun. Tidak lama datang pesanan pacar saya dan ternyata tidak sesuai ekspektasi.",negative,"Kuring panasaran dahar di dieu. Sabot mesen, sora lalakina hareudang, teu ngarti naon nu diomongkeun, blubup blubup kitu haha. Abdi mesen mie ayam sareng bakso tambahan 2, kabogoh abdi pesen bakso sareng urat bihun. Teu kungsi lila, pesenan kabogoh kuring datang, tétéla henteu sakumaha anu dipiharep.","Penasaran pengen makan di sini. Pas pesan, suaranya serak, nggak ngerti ngomong apa, blubup blubup gitu haha. Aku pesan 2 porsi mie ayam dan bakso, pacarku pesan bakso dan bihun. Nggak lama pesanan pacarku datang, ternyata nggak sesuai ekspektasi.","Aku penasaran arep mangan kene. Nalika pesen, suarane wong lanang iku cendhek, aku ora ngerti apa sing diomongake, blubup blubup ngono haha. Aku pesen mie ayam tambah 2 bakso, pacarku pesen bakso bihun. Ora let suwe pesene pacarku teka, jebule ora kaya sing dikarepake.","Penasaran pengen makan di sini. Pas aku kirim pesan, suaranya pelan banget, aku nggak ngerti apa yang dia omongin, blubup blubup gitu haha. Aku pesan mie ayam plus 2 bakso, pacarku pesan bihun bakso. Nggak lama kemudian, pesan pacarku datang, tapi ternyata nggak sesuai ekspektasi.","I was curious to eat here. When ordering, the man's voice was so low, I couldn't make out what he was talking about, blubup blubup like that haha. I ordered chicken noodles with 2 extra meatballs, my girlfriend ordered meatballs with vermicelli tendons. Not long after, my girlfriend's order arrived and it turned out not to be as expected.","Penasaran pengen makan di sini. Waktu pesan, suaranya pelan banget, jadi nggak ngerti apa yang dia omongin, blubup blubup gitu haha. Aku pesan mie ayam dengan tambahan 2 bakso, pacarku pesan bakso dengan urat bihun. Nggak lama kemudian, pesanan pacarku datang dan ternyata nggak sesuai ekspektasi.","I am curious about wanting to eat here. When I ordered, the sound of the mas-mas was very small, it was not clear what blubup blubup was so haha. I ordered an extra 2baso chicken noodles, my girlfriend ordered meatballs in the veins of soun. It didn't take long for my boyfriend's order to arrive and it turned out not to be as expected.","Saya penasaran ingin makan di sini. Ketika saya memesan, suara mas-mas sangat kecil, tidak jelas apa itu blubup blubup jadi haha. Saya memesan mie ayam 2baso tambahan, pacar saya memesan bakso di pembuluh darah soun. Tidak butuh waktu lama pesanan pacar saya tiba dan ternyata tidak seperti yang diharapkan.",,2,2,2,2
26,"Banyak komen di tripadvisor membuat saya penasaran, bermodalkan perut kosong supaya melahap lontong padang kesukaan saya ternyata benar-benar membuat kecewa, akhirnya saya cuma minta dibungkus saja selera makan pun menjadi luntur. Masih mending makan lontong padang yang di itb, untuk rasa masih jauh",negative,"Seueur koméntar dina tripadvisor anu matak panasaran, ku beuteung kosong ngadahar lontong padang karesep kuring, nyatana nguciwakeun, tungtungna kuring ngan ukur nyuhunkeun dicopot sareng napsu kuring luntur. Langkung sae keneh tuang lontong padang di ITB, asa tebih keneh","Banyak komen di tripadvisor yang menarik, dengan perut kosong makan lontong padang kesukaan saya, sebenarnya mengecewakan, akhirnya saya minta dipindah saja dan nafsu makan saya hilang. Lebih baik makan lontong padang di ITB, masih jauh","Akeh komentar ing tripadvisor sing nggawe aku penasaran, karo weteng kothong mangan lontong padang sing disenengi jebul kuciwane, akhire aku mung njaluk dicopot lan napsuku ilang. Isih luwih enak mangan lontong padang ning ITB, rasane isih adoh","Banyak komentar di tripadvisor yang bikin penasaran, dengan perut kosong makan lontong padang yang saya suka ternyata mengecewakan, akhirnya saya minta dihilangkan saja dan saya jadi kehilangan selera makan. Lebih baik makan lontong padang di ITB saja, rasanya masih jauh","Many comments on tripadvisor made me curious, with an empty stomach to devour my favorite lontong padang turned out to be really disappointing, finally I just asked for it to be taken away and my appetite faded. It's still better to eat lontong padang at ITB, the taste is still far","Banyaknya komentar di tripadvisor membuat saya penasaran, dengan perut kosong melahap lontong padang kesukaan saya ternyata sangat mengecewakan, akhirnya saya hanya minta untuk dibawa pulang dan selera makan saya pun memudar. Tetap lebih baik makan lontong padang di ITB, rasanya masih jauh","Many comments on tripadvisor make me curious, with an empty stomach to devour my favorite lontong padang turned out to be really disappointing, in the end I just asked to be wrapped and the appetite faded. Still eating lontong padang at ITB, for the taste is still far away","Banyak komentar di tripadvisor membuat saya penasaran, dengan perut kosong untuk melahap lontong padang favorit saya ternyata sangat mengecewakan, akhirnya saya hanya meminta untuk dibungkus dan nafsu makan memudar. Masih makan lontong padang di ITB, karena rasanya masih jauh",,1,1,2,2
27,Toyota menduduki peringkat pertama sebagai merek mobil yang paling bernilai.,neutral,Toyota rengking kahiji salaku merek mobil paling berharga.,Toyota menempati peringkat pertama sebagai merek mobil paling berharga.,Toyota minangka merek mobil paling larang regane.,Toyota adalah merek mobil termahal.,Toyota is ranked first as the most valuable car brand.,Toyota menduduki peringkat pertama sebagai merek mobil paling berharga.,Toyota is ranked first as the most valuable car brand.,Toyota menduduki peringkat pertama sebagai merek mobil paling berharga.,,2,2,2,2
32,Restoran dengan pemandangan yang menawan meskipun harus ditempuh dengan kondisi yang cukup curam. Namun terbayar dengan tempat dan rasa yang oke,positive,Réstoran kalayan pandangan anu pikaresepeun sanaos kedah dihontal dina kaayaan anu cukup lungkawing. Tapi bayaran kaluar kalawan tempat alus tur rasa,Restoran dengan pemandangan yang menyenangkan meskipun harus ditempuh dengan kondisi yang cukup terjal. Namun terbayar dengan tempat dan rasa yang nikmat.,Restoran kanthi pemandangan sing nengsemake sanajan kudu tekan ing kahanan sing cukup curam. Nanging kebayar mati karo panggonan apik lan rasa,Restoran dengan pemandangan yang menawan meski harus ditempuh dengan kondisi yang cukup terjal. Namun terbayar dengan tempat dan rasa yang nikmat.,A restaurant with a charming view even though it has to be reached through quite steep conditions. But it pays off with a good place and taste,Restoran dengan pemandangan yang menawan meski harus ditempuh dengan kondisi yang cukup terjal. Namun semua itu terbayar dengan tempat dan rasa yang nikmat.,A restaurant with a charming view even though it has to be taken with quite steep conditions. But it paid off with a good place and taste,Sebuah restoran dengan pemandangan yang menawan meski harus diambil dengan kondisi yang cukup curam. Tapi itu terbayar dengan tempat dan rasa yang enak,,2,2,2,2
35,"Oh iya diketerangan kan note 3 pro, kok yang dikirim note 3 ya, kecewa juragan",negative,"Oh enya, katerangan nyebutkeun Catetan 3 Pro, tapi naha anjeun ngirim Catetan 3? Abdi kuciwa, bos.","Oh ya, deskripsinya mengatakan Note 3 Pro, tetapi apakah Anda mengirimkan Note 3? Saya kecewa, bos.","Oh ya, katrangan kasebut nyatakake Cathetan 3 Pro, nanging kenapa sampeyan ngirim Cathetan 3? Aku kuciwa, bos.","Oh ya, deskripsinya mengatakan Note 3 Pro, tetapi mengapa Anda mengirimkan Note 3? Saya kecewa, bos.","Oh yes, the description says Note 3 Pro, but why did you send a Note 3? I'm disappointed, boss.","Oh ya, deskripsinya mengatakan Note 3 Pro, tetapi mengapa Anda mengirim Note 3? Saya kecewa, bos.",The Note 3 Pro Pro is a disappointment to the Note 3.,Note 3 Pro Pro mengecewakan Note 3.,,1,1,1,2
36,Pelayanan pt kami sangat memuaskan,positive,jasa parusahaan urang pisan satisfying,Pelayanan perusahaan kami sangat memuaskan,Layanan perusahaan kita marem banget,Pelayanan perusahaan kami sangat memuaskan,Our company's service is very satisfying,Pelayanan perusahaan kami sangat memuaskan,Our pt service is very satisfactory,Layanan pt kami sangat memuaskan,,2,2,2,2
37,"Senin pagi gue diisi dengan kegiatan wawancara, sebelum jalan ke lokasi gue harus memesan gojek dan suasana masih hujan.",neutral,"Senen isuk mah dipinuhan ku kagiatan wawancara, samemeh indit ka lokasi kudu mesen Gojek mah hujan keneh.","Senin pagi diisi dengan kegiatan wawancara, sebelum menuju lokasi saya harus memesan Gojek karena masih hujan.","Senen esukku diisi karo kegiatan wawancara, sakdurunge menyang lokasi kudu pesen Gojek lan isih udan.","Senin pagi saya diisi dengan kegiatan wawancara, sebelum menuju lokasi saya harus pesan Gojek dan masih hujan.","My Monday morning was filled with interview activities, before going to the location I had to order a Gojek and it was still raining.","Senin pagi saya diisi dengan kegiatan wawancara, sebelum menuju lokasi saya harus pesan Gojek dan masih hujan.","Monday morning I was filled with interview activities, before going to the location I had to order a gojek and the atmosphere was still raining.","Senin pagi saya dipenuhi dengan kegiatan wawancara, sebelum menuju lokasi harus memesan gojek dan suasananya masih hujan.",,1,1,1,1
38,Kasihan personil ungu sekarang sepi job gara-gara ditinggal pasha,negative,tanaga Ungu Miskin kaluar gawé ayeuna sabab Pasha ditinggalkeun,Personel Ungu Mikin kini menganggur karena Pasha hengkang,Personil Ungu sing miskin saiki ora kerja amarga Pasha lunga,Personel Purple yang malang sekarang tidak bekerja karena Pasha sudah pergi,Poor Purple personnel are out of work now because Pasha left,Personel Purple yang malang kini kehilangan pekerjaan karena Pasha keluar,Pity the purple personnel are now lonely because of being left behind by the pasha,Kasihan personel ungu sekarang kesepian karena ditinggalkan oleh pasha,,1,2,2,2
41,"Makanan court dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan - minum sesuai selera masing-masing. Parkir sangat luas.",positive,"Food court sareng seueur panyewa, seueur pilihan. Cocog jeung para nonoman anu rek nongkrong di rorompok bari dahar jeung nginum nurutkeun karesepna masing-masing. Parkir lega pisan.","Tempat jajanan dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan dan minum sesuai selera. Parkirannya sangat luas.","Food court karo akeh nyewo, akeh pilihan. Cocok kanggo nom-noman sing arep nongkrong rombongan sinambi mangan lan ngombe manut selerane. Parkir wiyar banget.","Tempat jajanan dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan dan minum sesuai selera. Parkir sangat luas.","Food court with many tenants, many choices. Suitable for young people who want to hang out in groups while eating and drinking according to their respective tastes. Parking is very spacious.","Tempat makan dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan dan minum sesuai selera masing-masing. Parkir sangat luas.","Food court with lots of tenants, lots of choices. Suitable for young people who want to hang out in groups while eating and drinking according to their tastes. Parking is very spacious.","Food court dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong secara berkelompok sambil makan dan minum sesuai selera. Parkir sangat luas.",,1,2,2,2
43,Terdapat banyak taman kota di malang.,neutral,Aya seueur taman kota di Malang.,Ada banyak taman kota di Malang.,Kathah taman kota ing Malang.,Ada banyak taman kota di Malang.,There are many city parks in Malang.,Ada banyak taman kota di Malang.,There are many city parks in Malang.,Ada banyak taman kota di Malang.,,2,2,2,2
44,"Wah sama seperti saya ini mas barusan, paket freedom l saya belum habis tapi sudah dibebankan tarif internet perlu sampai pulsa sekitar 40 ribu saya disedot perampok",negative,"Wah, sarua jeung kuring ayeuna mah, pakét Freedom L mah can bérés tapi geus ditagihkeun ongkos internet, butuh kridit kira-kira 40 rébu geus dipaling begal.","Nah sekarang sama kayak saya, paket Freedom L belum abis tapi sudah kena biaya internet, butuh pulsa sekitar 40 ribu malah dicuri orang.","Wah podo wae karo aku iki, paket Freedom Lku durung rampung tapi wis ditagih tarif internet, butuh kridit udakara 40 ewu lan dicolong begal.","Nah saya juga sama, paket Freedom L saya belum selesai tapi saya sudah ditagih biaya internet, saya butuh sekitar 40.000 pulsa dan pulsa saya sudah dicuri perampok.","Wow, it's the same as me just now, my Freedom L package hasn't finished yet but I've been charged internet rates, I need around 40 thousand credits and it was stolen by a robber.","Wah sama kayak saya juga nih, paket Freedom L saya belum selesai tapi saya sudah kena tagihan internet, butuh pulsa sekitar 40 ribu malah dicuri perampok.","Wow, just like me, my freedom package has not run out but I have been charged an internet tariff that needs to reach my credit of around 40 thousand and I was sucked by robbers","Wah, sama seperti saya, paket kebebasan saya belum habis tetapi saya sudah dikenakan tarif internet yang perlu mencapai pulsa saya sekitar 40 ribu dan saya tersedot oleh perampok",,1,2,2,1
45,Maklum sesama maling harus saling melindungi. Jadi yang dimasalahkan adalah soal prosedur dan bukan substansi bahwa anggota dewan tertangkap tangan terima sogokan.,negative,Maklum sasama maling kudu silih ngajaga. Janten anu janten masalah nyaéta prosedur sareng sanés substansi yén anggota déwan katangkep nampi suap.,"Pahamilah bahwa sesama pencuri harus saling melindungi. Jadi, masalahnya adalah prosedurnya, bukan substansinya, bahwa anggota dewan tertangkap menerima suap.",Maklum sesama maling kudu saling njaga. Dadi sing dadi masalah yaiku tata cara lan dudu inti yen anggota dewan kejiret nampa suap.,"Pahamilah bahwa sesama pencuri harus saling melindungi. Jadi, masalahnya adalah prosedurnya, bukan substansinya jika seorang anggota dewan tertangkap menerima suap.",Understandably fellow thieves must protect each other. So what is at issue is the procedure and not the substance that a council member was caught red-handed accepting a bribe.,"Wajar saja sesama pencuri harus saling melindungi. Jadi yang menjadi masalah adalah prosedurnya, bukan substansinya, yaitu seorang anggota dewan tertangkap basah menerima suap.","Understandably, fellow thieves must protect each other. So what is at issue is a matter of procedure and not the substance that council members are caught accepting bribes.","Maklum, sesama pencuri harus saling melindungi. Jadi yang dipermasalahkan adalah masalah prosedur dan bukan substansi bahwa anggota dewan ketahuan menerima suap.",,1,2,2,1
